candidate_id,current_level,offered_level,seniority_jump,years_experience,months_in_current_role,notice_period_days,current_salary,offered_salary,salary_increase_pct,remote_policy_match,interview_score,recruiter_sentiment,hiring_manager_sentiment,process_length_days,response_time_hours,competing_offers,employer_brand_score,technical_test_score,candidate_nps,relocation_required,visa_required,stage_drop_risk,offer_accepted
CAND-1531,Mid,Mid,0,4,15,30,534380,608000,13.7,1,3.46,3.2,1.7,70,5.3,0,3.7,84.5,42,0,1,0.277,0
CAND-1532,Mid,Senior,1,7,25,30,566089,653000,15.3,0,2.79,3.8,2.5,30,4.1,0,3.2,,8,0,0,0.149,0
CAND-1533,Senior,Senior,0,10,35,30,745025,924000,24.0,0,3.4,4.5,3.4,25,3.9,0,4.1,47.0,80,0,1,0.095,1
CAND-1534,Mid,Mid,0,4,32,14,638422,642000,0.5,0,1.94,4.1,3.5,48,18.3,0,4.7,36.5,90,0,0,0.206,1
CAND-1535,Mid,Mid,0,5,39,30,524397,583000,11.1,1,3.47,4.3,2.1,12,7.2,1,2.4,,18,1,0,0.287,1
CAND-1536,Junior,Junior,0,2,29,14,457085,576000,26.0,1,4.07,4.5,2.0,12,0.9,0,3.7,,-43,1,1,0.059,1
CAND-1537,Junior,Junior,0,3,22,60,443865,545000,22.8,0,3.47,3.8,3.5,40,19.0,1,3.1,74.3,12,0,0,0.408,0
CAND-1538,Senior,Senior,0,8,34,60,695956,816000,17.3,0,3.3,3.5,2.1,29,11.7,1,2.8,60.5,-39,1,0,0.384,1
CAND-1539,Junior,Mid,1,3,29,90,407453,409000,0.4,1,3.87,3.0,1.9,52,46.8,0,3.0,81.9,26,1,0,0.353,1
CAND-1540,Mid,Mid,0,6,42,60,580727,660000,13.6,0,3.92,3.3,3.0,70,17.7,1,3.9,51.0,57,0,0,0.502,0
CAND-1541,Senior,Senior,0,10,37,14,783978,852000,8.7,1,2.34,3.2,3.0,24,2.8,0,3.9,24.1,98,1,0,0.168,1
CAND-1542,Junior,Mid,1,2,19,60,394988,462000,17.0,1,3.56,4.2,2.6,36,1.3,0,4.6,72.2,38,0,0,0.131,1
CAND-1543,Mid,Mid,0,7,20,60,638795,682000,6.7,0,5.0,3.9,2.8,30,5.9,0,3.7,,3,1,0,0.147,0
CAND-1544,Mid,Mid,0,4,15,30,513800,538000,4.8,1,2.57,4.2,3.4,85,6.5,1,2.6,87.5,-15,0,0,0.453,1
CAND-1545,Director,Director,1,20,54,30,1138502,1086000,-4.6,1,3.44,2.7,2.8,57,31.3,0,3.6,48.5,-12,0,0,0.343,0
CAND-1546,Mid,Mid,0,6,35,90,567329,709000,25.0,1,4.86,4.7,3.5,69,12.1,0,2.9,59.8,-6,0,1,0.202,1
CAND-1547,Senior,Senior,0,12,41,30,848870,937000,10.4,1,4.27,3.3,3.1,18,37.9,0,3.0,78.9,80,0,0,0.237,0
CAND-1548,Mid,Senior,1,7,28,90,532284,614000,15.4,1,3.14,2.7,3.6,50,3.2,1,4.0,58.6,-59,0,1,0.457,1
CAND-1549,Junior,Junior,0,1,38,14,436232,497000,14.0,1,3.64,3.2,4.2,19,32.0,0,3.8,69.6,100,0,0,0.23,0
CAND-1550,Senior,Lead,1,8,31,14,684420,715000,4.4,0,3.5,5.0,4.2,17,25.1,0,4.1,57.3,55,1,0,0.101,1
CAND-1551,Director,Director,1,18,57,30,1279854,1314000,2.7,0,2.98,3.3,4.6,75,1.6,0,3.5,51.7,57,0,0,0.273,1
CAND-1552,Mid,Mid,0,7,29,30,572035,601000,5.0,1,3.45,3.3,4.2,10,45.7,1,4.2,54.6,32,1,0,0.438,0
CAND-1553,Senior,Lead,1,12,29,60,811570,872000,7.5,1,3.3,3.4,3.6,80,13.4,0,3.5,82.3,73,1,0,0.307,1
CAND-1554,Lead,Director,1,15,47,90,851283,999000,17.3,1,3.58,3.5,3.0,14,18.0,0,4.4,,48,0,0,0.166,1
CAND-1555,Junior,Junior,0,3,28,30,446169,477000,6.8,0,2.98,3.0,3.1,55,5.1,1,3.9,87.1,27,0,0,0.455,0
CAND-1556,Junior,Mid,1,3,27,0,452358,587000,29.7,1,2.61,3.7,2.6,19,43.6,0,3.6,75.8,14,0,0,0.229,1
CAND-1557,Mid,Mid,0,7,30,60,505968,623000,23.2,1,3.47,4.5,3.4,22,3.7,1,3.8,92.1,94,0,0,0.288,1
CAND-1558,Mid,Senior,1,5,29,30,542508,658000,21.3,1,4.7,3.9,4.0,17,28.0,1,3.7,80.3,20,0,0,0.374,1
CAND-1559,Senior,Senior,0,12,59,14,834292,942000,12.9,1,3.56,2.7,2.7,35,27.7,1,4.7,,44,0,0,0.485,1
CAND-1560,Lead,Director,1,15,53,30,933435,1191000,27.6,0,3.27,3.3,3.4,22,4.6,0,3.8,66.2,31,0,0,0.162,1
CAND-1561,Mid,Mid,0,5,37,60,565366,633000,12.0,0,4.03,3.2,2.8,40,88.5,0,3.7,100.0,-47,0,0,0.418,0
CAND-1562,Junior,Mid,1,3,25,60,385738,439000,13.7,0,3.39,3.6,3.6,10,15.4,0,3.6,69.7,-8,0,1,0.145,1
CAND-1563,Senior,Senior,0,12,46,30,643098,743000,15.5,1,4.81,4.7,2.9,12,23.4,1,4.2,38.4,-7,0,1,0.303,1
CAND-1564,Mid,Mid,0,4,35,30,575424,692000,20.3,0,3.5,3.5,2.7,13,2.6,1,4.1,,73,1,0,0.325,1
CAND-1565,Senior,Lead,1,12,36,90,844705,1011000,19.7,1,3.99,3.5,2.8,26,101.3,0,3.5,53.3,39,0,0,0.401,1
CAND-1566,Mid,Senior,1,5,26,60,558672,613000,9.7,1,2.97,5.0,3.9,55,3.6,1,3.0,83.3,82,0,0,0.331,1
CAND-1567,Senior,Lead,1,8,35,30,678244,741000,9.2,1,3.85,4.3,3.3,65,33.9,1,3.2,78.9,75,0,0,0.471,1
CAND-1568,Junior,Mid,1,2,3,30,388253,465000,19.8,1,3.69,4.1,3.0,18,4.5,0,3.6,65.1,-6,0,1,0.105,0
CAND-1569,Senior,Lead,1,8,38,60,694333,836000,20.4,1,3.46,5.0,3.6,34,6.6,0,4.5,,59,1,0,0.092,1
CAND-1570,Mid,Senior,1,6,25,30,605349,669000,10.5,0,3.15,4.0,3.0,50,26.8,0,3.5,,78,0,0,0.238,1
CAND-1571,Mid,Mid,0,7,45,14,530969,529000,-0.3,1,3.05,2.0,4.4,20,34.0,0,3.3,58.4,67,0,0,0.309,1
CAND-1572,Junior,Mid,1,3,24,30,470744,528000,12.1,1,3.7,4.3,2.5,25,3.4,1,2.6,,64,0,0,0.306,1
CAND-1573,Senior,Lead,1,10,24,30,841495,1006000,19.6,0,3.94,2.3,3.2,31,36.3,1,4.6,76.3,78,0,0,0.522,1
CAND-1574,Lead,Director,2,15,41,30,937286,1220000,30.2,1,3.41,4.0,2.1,14,34.6,0,4.0,100.0,-61,0,0,0.178,1
CAND-1575,Junior,Mid,1,3,13,14,424411,438000,3.2,0,3.7,2.2,3.1,10,4.8,0,4.2,61.3,77,0,0,0.202,1
CAND-1576,Junior,Junior,0,2,28,60,455028,501000,10.2,0,3.47,3.2,1.9,15,60.3,0,4.3,63.4,16,0,0,0.292,1
CAND-1577,Junior,Junior,0,1,26,30,415421,459000,10.5,1,3.57,3.3,4.1,38,2.8,1,3.6,65.7,60,0,0,0.393,1
CAND-1578,Senior,Lead,1,8,45,0,772526,975000,26.2,1,3.36,3.0,4.1,12,6.5,1,3.8,66.3,9,0,0,0.363,1
CAND-1579,Mid,Senior,1,7,22,14,628594,715000,13.7,0,3.51,3.3,4.1,16,19.7,0,4.6,83.4,87,0,0,0.187,1
CAND-1580,Mid,Senior,1,7,30,90,518575,549000,5.8,0,5.0,4.4,3.4,22,5.2,1,3.8,,49,0,0,0.298,1
CAND-1581,Junior,Mid,1,3,10,60,383192,456000,19.0,1,3.72,3.0,2.6,12,15.9,0,4.1,,68,0,0,0.186,1
CAND-1582,Mid,Senior,1,5,37,30,591116,653000,10.4,1,3.95,4.0,2.7,16,15.5,0,4.2,76.7,83,0,0,0.134,1
CAND-1583,Mid,Mid,0,7,35,60,607874,626000,3.0,1,3.81,2.8,4.8,69,10.1,1,4.1,60.7,92,0,0,0.511,0
CAND-1584,Mid,Senior,1,6,34,30,561311,595000,6.0,0,3.32,3.4,4.7,10,28.0,0,3.6,,77,0,0,0.188,1
CAND-1585,Director,Director,0,20,48,90,1383618,1793000,29.6,1,4.41,3.9,3.5,40,9.7,0,3.7,83.6,-21,0,0,0.179,1
CAND-1586,Junior,Junior,0,2,28,30,458610,539000,17.5,0,3.3,2.8,2.9,24,15.4,0,4.2,68.4,88,0,0,0.224,1
CAND-1587,Senior,Lead,1,8,52,60,720781,829000,15.0,0,4.24,2.6,4.6,41,38.3,0,4.2,68.1,66,0,0,0.331,1
CAND-1588,Mid,Senior,1,5,27,14,516527,577000,11.8,0,3.27,4.0,2.8,35,26.9,0,4.4,,65,1,0,0.205,1
CAND-1589,Mid,Mid,0,5,31,30,532181,621000,16.6,0,2.83,4.5,3.6,17,26.7,0,4.0,,94,1,0,0.135,0
CAND-1590,Senior,Senior,0,10,25,90,731472,852000,16.5,1,3.76,3.5,4.6,59,3.9,1,4.1,58.4,11,0,0,0.431,0
CAND-1591,Senior,Director,2,8,27,30,798074,931000,16.6,1,2.73,3.2,2.6,29,20.6,0,3.4,,8,0,0,0.224,0
CAND-1592,Director,Director,0,20,48,30,1061219,1220000,15.0,1,3.87,3.7,4.1,56,5.1,0,3.4,78.8,54,0,0,0.215,1
CAND-1593,Junior,Mid,1,2,35,14,392460,478000,21.8,1,2.66,3.6,3.9,25,3.4,0,4.2,65.4,79,1,0,0.148,1
CAND-1594,Junior,Mid,1,2,21,60,410482,469000,14.2,1,3.28,3.8,3.4,86,11.3,1,3.4,65.2,45,1,0,0.491,1
CAND-1595,Senior,Lead,1,10,33,30,787519,828000,5.2,0,2.5,1.6,2.5,50,4.9,0,3.7,69.4,67,0,0,0.327,1
CAND-1596,Mid,Senior,1,7,25,30,563265,611000,8.5,1,5.0,2.7,2.7,80,26.9,1,4.5,67.9,46,0,0,0.583,0
CAND-1597,Mid,Mid,0,4,24,90,530126,510000,-3.8,0,2.34,2.9,3.7,31,27.5,0,4.4,,65,0,0,0.264,1
CAND-1598,Junior,Mid,1,1,26,0,400545,530000,32.2,1,3.51,3.7,2.1,28,1.8,0,3.9,,86,1,0,0.145,1
CAND-1599,Junior,Junior,0,2,9,30,435114,530000,21.8,1,4.3,3.7,3.5,48,5.3,0,3.5,56.0,-10,0,0,0.198,1
CAND-1600,Lead,Director,1,15,54,90,913740,973000,6.5,1,4.23,4.1,3.9,64,2.8,1,3.6,66.1,74,0,0,0.403,1
CAND-1601,Junior,Junior,0,3,17,30,455350,508000,11.5,0,4.1,3.8,4.3,80,7.7,0,4.2,56.9,82,0,0,0.269,1
CAND-1602,Mid,Senior,1,4,37,30,493890,535000,8.3,0,3.28,2.6,2.1,21,19.2,0,3.7,80.3,45,0,0,0.239,0
CAND-1603,Junior,Junior,0,3,11,30,432482,553000,27.9,1,4.45,4.8,4.6,53,9.6,0,3.4,64.6,26,0,0,0.154,1
CAND-1604,Mid,Mid,0,5,36,60,612812,620000,1.2,1,4.14,4.6,4.9,17,6.8,0,4.4,,-89,0,0,0.079,1
CAND-1605,Junior,Junior,0,1,30,14,410121,472000,15.0,0,3.65,2.6,3.8,32,44.7,0,3.8,,83,0,0,0.327,0
CAND-1606,Mid,Mid,0,6,33,90,622290,703000,13.0,1,3.67,3.9,2.5,15,1.2,0,3.4,,27,0,0,0.102,1
CAND-1607,Junior,Mid,1,1,14,60,451591,548000,21.4,1,3.29,3.1,3.1,22,42.0,0,4.0,63.7,32,1,0,0.268,1
CAND-1608,Senior,Senior,0,12,38,14,728241,824000,13.1,1,2.86,3.7,3.4,73,7.1,0,4.3,74.6,28,0,0,0.258,1
CAND-1609,Junior,Senior,2,3,12,60,414722,407000,-1.8,1,4.37,4.4,3.6,14,11.3,0,3.1,84.0,52,0,0,0.095,1
CAND-1610,Mid,Lead,2,7,27,30,529431,591000,11.7,1,4.42,5.0,3.4,38,7.2,0,3.6,77.1,74,0,0,0.102,1
CAND-1611,Lead,Director,1,15,52,30,1002615,1056000,5.3,1,2.88,4.2,3.7,35,57.0,1,3.6,37.5,81,0,1,0.468,1
CAND-1612,Senior,Senior,0,8,43,60,682000,782000,14.7,0,3.39,3.8,3.3,13,3.6,0,4.0,,37,0,1,0.11,1
CAND-1613,Mid,Mid,0,7,30,90,551975,700000,26.9,1,3.4,3.3,3.6,21,12.3,0,4.1,52.8,70,0,0,0.179,1
CAND-1614,Mid,Senior,1,4,20,14,510921,502000,-1.7,1,3.48,3.7,3.0,34,20.6,0,3.4,63.4,76,0,0,0.205,0
CAND-1615,Mid,Mid,0,4,36,30,579265,619000,6.8,1,3.55,4.7,3.1,16,2.4,0,2.8,78.3,21,0,0,0.06,0
CAND-1616,Senior,Senior,0,8,36,30,728747,794000,9.0,1,4.16,3.6,2.9,53,4.9,1,4.3,51.2,-42,0,0,0.414,1
CAND-1617,Director,Director,1,20,24,30,1141686,1263000,10.6,1,2.98,2.9,5.0,82,10.5,1,3.0,,92,0,0,0.534,0
CAND-1618,Senior,Lead,1,8,43,30,832261,1005000,20.7,0,2.91,2.3,4.7,17,5.0,1,3.9,,72,0,0,0.412,1
CAND-1619,Mid,Senior,1,7,29,14,497601,559000,12.4,1,4.37,4.0,3.9,16,5.4,0,3.6,100.0,69,1,0,0.109,1
CAND-1620,Senior,Senior,0,10,48,60,733332,863000,17.7,1,3.18,3.8,4.6,27,8.6,0,3.8,69.0,-60,0,0,0.154,1
CAND-1621,Mid,Senior,1,6,19,30,603254,654000,8.4,1,2.62,3.1,4.1,48,23.3,0,4.7,,85,0,0,0.279,1
CAND-1622,Junior,Junior,0,1,3,14,451543,524000,16.1,1,3.16,4.4,3.6,19,8.6,0,5.0,,60,0,0,0.1,1
CAND-1623,Mid,Mid,0,7,32,60,631586,764000,21.0,1,3.27,3.3,2.0,10,35.8,0,2.7,58.8,88,0,0,0.214,1
CAND-1624,Director,Director,1,18,50,60,1361148,1462000,7.4,1,4.59,3.5,3.2,32,4.5,0,4.3,48.5,98,0,0,0.172,1
CAND-1625,Junior,Junior,0,3,7,30,396292,480000,21.0,1,4.15,3.6,3.1,78,3.5,1,3.6,,97,1,1,0.466,1
CAND-1626,Senior,Senior,0,8,26,30,802582,919000,14.5,0,4.3,3.3,2.4,24,83.6,0,4.3,59.3,89,0,0,0.364,0
CAND-1627,Junior,Junior,-1,3,51,30,408000,503000,23.4,1,4.07,3.8,2.1,26,6.3,1,4.3,91.7,-91,0,0,0.346,1
CAND-1628,Mid,Senior,1,7,26,30,610439,685000,12.2,0,4.16,4.5,3.8,81,3.3,0,4.5,64.3,91,1,0,0.218,1
CAND-1629,Junior,Mid,1,2,31,30,410383,482000,17.4,0,3.02,2.7,3.7,43,2.1,1,3.9,63.5,-52,0,0,0.439,1
CAND-1630,Mid,Senior,1,6,23,60,622857,708000,13.6,0,3.36,4.0,2.3,45,35.7,0,3.2,47.1,88,0,0,0.249,1
CAND-1631,Senior,Lead,1,10,15,0,680910,770000,13.1,1,2.81,3.7,2.7,33,8.7,1,4.3,,18,0,0,0.373,1
CAND-1632,Mid,Mid,0,5,28,14,635927,740000,16.3,1,3.35,3.7,4.4,83,9.5,0,3.8,50.4,65,0,0,0.286,1
CAND-1633,Senior,Lead,1,8,33,0,664281,789000,18.8,0,3.98,4.3,2.6,42,10.4,0,3.6,74.6,-72,0,1,0.161,1
CAND-1634,Senior,Senior,0,12,32,14,753838,775000,2.8,1,3.59,3.6,3.6,66,33.5,0,3.4,76.7,81,0,1,0.314,1
CAND-1635,Director,Director,0,18,46,14,984841,1250000,26.9,1,4.42,4.0,3.2,43,10.2,1,4.3,56.8,-36,0,0,0.381,1
CAND-1636,Junior,Mid,1,3,26,90,477204,464000,-2.7,1,2.7,4.2,3.9,46,120.0,1,4.7,,40,1,1,0.65,0
CAND-1637,Mid,Lead,2,5,28,30,540155,582000,7.8,0,3.85,3.2,2.6,20,13.9,0,3.0,,85,0,0,0.187,1
CAND-1638,Junior,Junior,-1,2,11,14,406918,461000,13.2,1,2.63,3.8,3.5,20,35.2,1,4.1,45.9,74,0,0,0.404,1
CAND-1639,Director,Director,0,20,52,30,1298457,1528000,17.7,1,3.57,3.4,3.6,51,27.3,0,3.5,,-95,0,0,0.278,1
CAND-1640,Director,Director,0,18,28,90,1239589,1589000,28.2,0,4.02,3.5,3.6,20,11.7,0,2.8,54.1,39,0,0,0.164,0
CAND-1641,Mid,Mid,0,7,9,30,591688,576000,-2.7,1,3.35,3.3,3.5,33,6.8,0,3.8,75.6,-70,0,0,0.192,1
CAND-1642,Senior,Director,2,12,43,30,788515,863000,9.4,0,3.89,4.0,3.7,18,17.0,1,3.2,74.4,71,0,1,0.342,1
CAND-1643,Mid,Senior,1,6,35,60,612994,582000,-5.1,1,2.83,3.7,5.0,55,20.3,0,2.8,73.8,98,1,0,0.251,1
CAND-1644,Senior,Lead,1,8,35,30,671976,768000,14.3,0,2.34,3.9,5.0,13,6.9,0,3.2,73.6,70,0,1,0.112,1
CAND-1645,Junior,Mid,1,2,10,30,391991,456000,16.4,1,3.89,3.6,2.8,57,14.4,0,3.1,53.4,4,0,0,0.247,0
CAND-1646,Senior,Senior,0,10,28,30,744405,955000,28.3,0,4.72,2.3,1.3,36,41.9,0,3.3,93.4,31,0,0,0.347,1
CAND-1647,Junior,Mid,1,2,21,30,433744,499000,15.1,0,2.8,3.6,3.9,16,96.5,0,2.9,82.3,99,0,0,0.361,0
CAND-1648,Senior,Senior,0,12,20,30,793805,980000,23.4,0,4.36,3.7,3.6,32,28.6,0,3.5,,4,1,1,0.221,1
CAND-1649,Senior,Lead,1,12,28,60,642473,766000,19.3,0,3.53,3.8,4.4,19,78.5,0,3.3,48.0,59,0,0,0.31,1
CAND-1650,Senior,Director,2,10,42,30,779180,858000,10.1,1,2.57,3.1,3.7,21,6.5,0,3.9,53.3,38,0,0,0.177,1
CAND-1651,Junior,Mid,1,1,38,30,408715,414000,1.3,0,2.71,2.6,3.5,22,24.6,0,4.1,77.9,81,0,0,0.254,1
CAND-1652,Mid,Mid,0,4,25,14,517317,603000,16.5,0,3.51,4.1,4.4,11,46.5,0,3.9,37.9,90,1,0,0.195,1
CAND-1653,Mid,Senior,1,4,37,14,545516,549000,0.6,0,3.22,3.4,4.5,86,5.0,1,3.6,73.1,29,0,0,0.5,0
CAND-1654,Mid,Mid,0,5,10,30,534604,672000,25.7,0,2.58,3.7,2.2,10,7.5,0,3.5,48.0,70,1,0,0.119,1
CAND-1655,Junior,Junior,-1,2,30,90,384889,433000,12.5,1,2.31,3.4,2.7,40,69.3,1,3.2,55.0,58,0,0,0.558,1
CAND-1656,Director,Director,0,18,39,30,1200629,1498000,24.8,1,2.91,3.6,3.3,23,4.6,0,3.2,,17,0,0,0.147,1
CAND-1657,Mid,Mid,0,7,33,60,553748,607000,9.7,1,3.64,3.2,3.5,39,3.2,0,4.1,,16,0,0,0.203,0
CAND-1658,Mid,Senior,1,4,27,30,511971,596000,16.4,0,3.5,2.8,3.2,23,56.1,0,2.6,,57,0,0,0.323,1
CAND-1659,Mid,Senior,1,5,43,14,530551,615000,15.9,1,3.15,4.0,3.8,41,40.3,1,3.7,73.2,-19,0,1,0.452,0
CAND-1660,Mid,Lead,2,6,21,14,614273,698000,13.6,1,3.64,3.1,4.3,46,18.8,1,3.5,74.9,85,0,0,0.463,1
CAND-1661,Mid,Senior,1,7,36,30,588957,648000,10.1,0,4.23,3.7,5.0,43,11.6,0,4.1,70.5,-55,0,0,0.203,1
CAND-1662,Mid,Senior,1,6,27,14,569882,670000,17.5,0,3.78,3.9,3.9,13,7.9,0,2.8,78.2,-43,0,0,0.115,1
CAND-1663,Director,Director,0,18,46,14,1280102,1353000,5.7,0,3.42,3.1,2.6,40,16.2,1,3.7,75.0,29,0,1,0.443,1
CAND-1664,Mid,Junior,-1,6,28,60,485681,501000,3.1,0,4.15,2.6,3.3,19,59.1,0,3.9,27.3,-33,0,0,0.334,0
CAND-1665,Director,Director,1,20,39,0,1081982,1355000,25.2,0,2.83,5.0,3.3,10,15.5,1,2.6,,49,0,0,0.261,1
CAND-1666,Lead,Lead,0,15,41,30,866870,1045000,20.5,0,3.34,3.2,3.9,25,106.4,0,3.1,80.0,38,0,1,0.43,1
CAND-1667,Junior,Mid,1,3,23,30,462256,530000,14.6,1,3.36,4.1,3.7,26,5.0,1,3.6,62.6,76,0,0,0.324,1
CAND-1668,Director,Director,0,18,50,30,1309347,1689000,29.0,0,2.63,5.0,5.0,28,11.9,0,4.0,,97,0,0,0.092,1
CAND-1669,Junior,Junior,-1,2,24,30,408152,455000,11.6,0,3.21,4.2,3.0,44,8.4,0,3.8,,79,0,0,0.167,1
CAND-1670,Senior,Senior,0,12,43,30,690061,869000,25.9,0,2.05,3.4,3.7,21,4.1,1,4.0,72.9,-10,1,0,0.353,1
CAND-1671,Mid,Mid,0,5,39,30,538235,622000,15.6,0,4.84,3.5,5.0,21,10.5,0,3.1,61.4,95,0,0,0.163,1
CAND-1672,Lead,Senior,-1,15,31,60,1024812,1074000,4.8,1,2.84,2.9,2.9,11,18.5,0,2.7,70.8,37,0,0,0.197,1
CAND-1673,Lead,Director,1,15,50,60,857890,1120000,30.6,1,4.61,4.3,3.5,42,20.6,0,3.8,84.1,49,0,0,0.187,1
CAND-1674,Senior,Senior,0,12,24,14,730073,897000,22.9,0,3.53,4.1,2.5,34,106.7,0,3.0,100.0,42,1,0,0.396,1
CAND-1675,Senior,Lead,1,12,41,14,701401,792000,12.9,1,3.9,3.2,3.5,22,19.4,0,3.2,,18,0,0,0.205,1
CAND-1676,Mid,Mid,0,4,36,60,491217,592000,20.5,0,3.16,2.8,2.7,44,38.5,1,4.3,73.0,92,1,0,0.526,1
CAND-1677,Junior,Junior,0,2,4,30,428351,473000,10.4,1,3.65,2.5,4.3,32,13.0,1,3.8,,28,0,0,0.454,0
CAND-1678,Mid,Mid,0,5,30,30,513741,624000,21.5,0,3.96,4.4,3.5,28,65.2,0,3.4,60.5,61,0,0,0.261,1
CAND-1679,Junior,Mid,1,3,19,30,400654,371000,-7.5,0,3.97,3.7,2.6,30,120.0,1,3.3,,8,0,0,0.645,1
CAND-1680,Senior,Senior,0,8,28,14,832386,872000,4.8,0,4.04,3.8,4.2,38,20.7,0,4.1,85.7,83,0,0,0.208,1
CAND-1681,Mid,Senior,1,5,43,30,481408,591000,22.8,1,3.24,2.9,3.6,40,4.5,1,3.8,80.3,81,0,0,0.426,1
CAND-1682,Director,Director,0,20,41,30,1022903,1144000,11.8,1,3.16,2.4,4.3,20,7.0,0,3.0,96.9,21,0,1,0.218,1
CAND-1683,Senior,Lead,1,8,27,30,855280,991000,15.9,0,2.38,4.4,2.4,14,16.2,1,2.5,45.6,72,1,0,0.308,1
CAND-1684,Senior,Senior,0,12,36,30,747042,761000,1.9,0,3.87,3.6,3.7,15,19.2,1,4.8,,74,0,0,0.365,1
CAND-1685,Junior,Mid,1,2,30,60,381218,498000,30.6,1,4.26,4.3,4.1,39,24.5,0,3.0,,59,0,0,0.19,1
CAND-1686,Lead,Director,1,15,40,30,1001644,1249000,24.7,1,4.63,3.3,3.0,62,19.3,0,4.0,,64,0,0,0.288,1
CAND-1687,Director,Director,2,18,59,14,1364333,1531000,12.2,1,3.71,3.4,2.3,25,12.3,0,4.6,68.5,61,0,0,0.182,1
CAND-1688,Mid,Mid,0,6,35,30,589268,651000,10.4,0,2.96,4.2,3.4,15,6.4,0,3.8,1.0,-49,0,0,0.097,1
CAND-1689,Mid,Mid,0,7,8,60,510105,629000,23.3,0,2.31,4.2,4.5,49,18.2,0,3.3,56.8,71,0,0,0.202,0
CAND-1690,Senior,Mid,-1,10,30,60,709634,935000,31.8,0,4.23,4.2,4.4,57,77.9,0,2.8,73.0,48,0,1,0.369,0
CAND-1691,Junior,Mid,1,3,18,30,445063,546000,22.6,1,2.24,3.4,3.0,64,33.8,1,2.8,,44,0,0,0.523,1
CAND-1692,Mid,Senior,1,6,34,14,618691,826000,33.5,1,3.26,4.1,2.2,36,20.8,1,3.9,70.8,89,0,0,0.386,1
CAND-1693,Mid,Senior,1,5,3,60,623011,659000,5.7,0,3.34,4.5,3.0,61,34.1,0,4.6,96.5,-82,1,0,0.251,0
CAND-1694,Junior,Junior,0,2,49,60,398226,425000,6.6,1,3.45,3.5,3.0,10,8.4,0,3.5,89.4,11,0,0,0.133,1
CAND-1695,Mid,Mid,0,5,35,0,505322,522000,3.3,1,3.53,3.2,3.8,13,7.3,1,3.4,80.1,-32,0,0,0.355,1
CAND-1696,Junior,Junior,-1,1,25,30,438215,517000,18.0,1,3.6,4.7,3.3,12,5.8,1,4.1,67.0,-74,0,0,0.259,1
CAND-1697,Junior,Senior,2,1,35,30,396878,459000,15.6,1,1.81,3.1,2.7,44,10.7,0,3.3,60.6,17,0,0,0.239,1
CAND-1698,Junior,Mid,1,2,47,60,386560,435000,12.6,1,3.51,4.1,4.4,12,8.0,0,3.9,79.4,100,0,0,0.101,0
CAND-1699,Director,Director,2,20,56,30,1147284,1392000,21.3,1,1.94,3.6,3.5,30,40.8,1,3.7,68.4,15,1,0,0.453,1
CAND-1700,Mid,Mid,0,7,39,30,574835,719000,25.1,1,4.01,2.1,3.8,28,7.6,1,3.5,68.9,70,1,0,0.455,0
CAND-1701,Director,Director,1,20,49,90,1235027,1239000,0.3,1,3.11,4.5,1.8,21,5.5,0,3.7,44.7,-33,0,0,0.09,1
CAND-1702,Mid,Senior,1,5,28,60,553079,601000,8.6,0,1.99,1.4,1.2,62,85.0,1,4.8,57.3,64,0,0,0.766,0
CAND-1703,Mid,Mid,0,4,25,90,503946,612000,21.4,1,2.93,2.0,2.1,15,7.8,1,4.1,,99,1,0,0.433,1
CAND-1704,Mid,Senior,1,6,21,90,590733,649000,9.8,1,3.1,4.0,3.0,22,14.2,0,4.4,51.5,20,0,0,0.144,0
CAND-1705,Mid,Lead,2,5,23,0,487253,520000,6.8,1,4.33,4.0,3.9,50,19.1,1,3.1,72.0,88,0,0,0.419,0
CAND-1706,Junior,Mid,1,2,10,30,459311,566000,23.2,1,3.64,3.1,1.3,10,3.9,0,4.4,74.2,100,0,0,0.146,1
CAND-1707,Senior,Lead,1,8,35,30,672813,689000,2.4,1,3.74,3.7,4.8,41,41.9,1,4.1,75.1,62,0,0,0.474,1
CAND-1708,Junior,Junior,0,3,7,60,444331,495000,11.3,0,4.33,1.6,3.6,55,23.0,0,2.8,76.4,23,1,1,0.384,1
CAND-1709,Mid,Mid,0,7,31,30,638704,747000,17.0,0,3.43,4.2,4.6,73,57.9,0,4.0,,71,0,0,0.355,1
CAND-1710,Senior,Director,2,8,35,90,688365,749000,8.8,1,4.03,3.8,2.6,63,6.2,1,3.4,58.6,88,0,0,0.428,1
CAND-1711,Junior,Junior,-1,2,25,30,447593,542000,21.0,1,3.98,3.6,3.9,21,13.5,1,2.8,46.0,-13,1,0,0.364,1
CAND-1712,Junior,Mid,1,1,18,60,413431,450000,8.9,1,2.6,3.6,3.5,35,12.7,1,3.8,54.9,46,0,0,0.394,0
CAND-1713,Senior,Lead,1,12,66,14,808508,1024000,26.7,0,4.53,4.0,4.1,12,15.9,0,4.0,,25,1,0,0.126,1
CAND-1714,Mid,Senior,1,6,43,14,629485,711000,12.9,0,2.51,3.6,3.2,18,2.8,0,3.8,50.0,18,0,0,0.131,1
CAND-1715,Junior,Senior,2,1,11,60,475761,571000,20.0,1,4.14,2.1,3.8,12,13.6,1,3.6,52.4,89,0,0,0.435,1
